□,60,60,-673,s,記号,一般,*,*,*,□,SYM,*,*
○,60,60,-1110,s,記号,一般,*,*,*,○,SYM,*,*
、,65,65,-661,s,記号,読点,*,*,*,、,PUNCT,*,*
。,61,61,-855,s,記号,句点,*,*,*,。,PUNCT,*,*
㓝,45,45,5534,n,名詞,行為,*,*,*,㓝,NOUN,*,*
㜅,110,110,4892,v,動詞,行為,交流,*,*,㜅,VERB,*,*
㝅,7,7,7015,n,名詞,不可譲,属性,*,*,㝅,NOUN,*,*
㝢,17,17,7434,n,名詞,人,名,*,*,㝢,PROPN,NameType=Giv,[given-name]
㣻,110,110,4892,v,動詞,行為,交流,*,*,㣻,VERB,*,*
㩁,115,115,4624,v,動詞,行為,動作,*,*,㩁/榷,VERB,*,*
㫁,115,115,3759,v,動詞,行為,動作,*,*,斷/断,VERB,*,*
㬎,17,17,7434,n,名詞,人,名,*,*,㬎,PROPN,NameType=Giv,[given-name]
㬢,17,17,7434,n,名詞,人,名,*,*,㬢,PROPN,NameType=Giv,[given-name]
㭊,44,44,4989,n,名詞,時,*,*,*,㭊,NOUN,Case=Tem,*
㮚,17,17,7434,n,名詞,人,名,*,*,㮚/栗,PROPN,NameType=Giv,[given-name]
㲄,17,17,7434,n,名詞,人,名,*,*,㲄,PROPN,NameType=Giv,[given-name]
㵎,25,25,6383,n,名詞,可搬,伝達,*,*,㵎/涧,NOUN,*,*
㵯,17,17,7321,n,名詞,人,名,*,*,㵯,PROPN,NameType=Giv,[given-name]
䃃,30,30,7001,n,名詞,固定物,地名,*,*,䃃,PROPN,Case=Loc|NameType=Geo,[place-name]
䋲,28,28,5476,n,名詞,可搬,道具,*,*,䋲,NOUN,*,*
䍧,30,30,7003,n,名詞,固定物,地名,*,*,䍧,PROPN,Case=Loc|NameType=Geo,[place-name]
䟦,17,17,7087,n,名詞,人,名,*,*,䟦,PROPN,NameType=Giv,[given-name]
䟦,115,115,4971,v,動詞,行為,動作,*,*,䟦,VERB,*,*
䢵,30,30,7001,n,名詞,固定物,地名,*,*,䢵,PROPN,Case=Loc|NameType=Geo,[place-name]
䥐,28,28,5476,n,名詞,可搬,道具,*,*,䥐,NOUN,*,*
丏,17,17,7434,n,名詞,人,名,*,*,丏,PROPN,NameType=Giv,[given-name]
丐,16,16,5869,n,名詞,人,人,*,*,丐,NOUN,*,*
丐,110,110,4312,v,動詞,行為,交流,*,*,丐,VERB,*,*
丑,10,10,6109,n,名詞,主体,動物,*,*,丑,NOUN,*,*
丑,17,17,7411,n,名詞,人,名,*,*,丑,PROPN,NameType=Giv,[given-name]
丗,23,23,5046,n,名詞,制度,場,*,*,丗,NOUN,Case=Loc,*
丗,44,44,4989,n,名詞,時,*,*,*,丗,NOUN,Case=Tem,*
丞,17,17,5775,n,名詞,人,名,*,*,丞,PROPN,NameType=Giv,[given-name]
丞,19,19,1910,n,名詞,人,役割,*,*,丞,NOUN,*,*
丞,110,110,4250,v,動詞,行為,交流,*,*,丞,VERB,*,*
丸,28,28,5476,n,名詞,可搬,道具,*,*,丸,NOUN,*,*
丹,17,17,5320,n,名詞,人,名,*,*,丹,PROPN,NameType=Giv,[given-name]
丹,25,25,6607,n,名詞,可搬,伝達,*,*,丹,NOUN,*,*
丹,27,27,5699,n,名詞,可搬,糧食,*,*,丹,NOUN,*,*
丹,28,28,5898,n,名詞,可搬,道具,*,*,丹,NOUN,*,*
丹,41,41,5009,n,名詞,描写,形質,*,*,丹,NOUN,*,*
丹,107,107,5534,v,動詞,描写,形質,*,*,丹,VERB,Degree=Pos,*
丹,115,115,5839,v,動詞,行為,動作,*,*,丹,VERB,*,*
乂,17,17,7273,n,名詞,人,名,*,*,乂,PROPN,NameType=Giv,[given-name]
乂,110,110,5206,v,動詞,行為,交流,*,*,乂,VERB,*,*
么,17,17,7434,n,名詞,人,名,*,*,么,PROPN,NameType=Giv,[given-name]
乖,110,110,4892,v,動詞,行為,交流,*,*,乖,VERB,*,*
了,90,90,5678,v,副詞,程度,極度,*,*,了,ADV,AdvType=Deg|Degree=Sup,*
了,108,108,4995,v,動詞,描写,態度,*,*,了,VERB,Degree=Pos,*
亙,115,115,4624,v,動詞,行為,動作,*,*,亙/亘,VERB,*,*
亥,10,10,6527,n,名詞,主体,動物,*,*,亥,NOUN,*,*
亥,17,17,8310,n,名詞,人,名,*,*,亥,PROPN,NameType=Giv,[given-name]
亨,17,17,7546,n,名詞,人,名,*,*,亨,PROPN,NameType=Giv,[given-name]
亨,115,115,4512,v,動詞,行為,動作,*,*,亨,VERB,*,*
亭,32,32,5049,n,名詞,固定物,建造物,*,*,亭,NOUN,Case=Loc,*
亭,39,39,5845,n,名詞,度量衡,*,*,*,亭,NOUN,NounType=Clf,*
亳,30,30,8066,n,名詞,固定物,地名,*,*,亳,PROPN,Case=Loc|NameType=Geo,[place-name]
亶,7,7,7771,n,名詞,不可譲,属性,*,*,亶,NOUN,*,*
亶,17,17,7237,n,名詞,人,名,*,*,亶,PROPN,NameType=Giv,[given-name]
亹,119,119,4788,v,動詞,行為,態度,*,*,亹,VERB,*,*
仂,43,43,5288,n,名詞,数量,*,*,*,仂,NOUN,*,*
仄,115,115,4624,v,動詞,行為,動作,*,*,仄,VERB,*,*
仗,32,32,5251,n,名詞,固定物,建造物,*,*,仗,NOUN,Case=Loc,*
仙,16,16,4918,n,名詞,人,人,*,*,仙,NOUN,*,*
仙,17,17,7681,n,名詞,人,名,*,*,仙,PROPN,NameType=Giv,[given-name]
仙,19,19,5676,n,名詞,人,役割,*,*,仙,NOUN,*,*
